IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,IMF_8,IMF_9,IMF_10,IMF_11,IMF_12,IMF_13,IMF_14,IMF_15,timestamp
0.02811884363474114,0.008156917037608957,0.012663958123187736,0.0022583432476484867,-0.01818974917611401,-0.02962518355390116,-0.017014195163377526,-0.012951762996384461,-0.0013251550903810602,-0.34215647393906606,-0.29134481142159163,0.46618504428402624,0.06797239196258913,-0.5704337811389565,4.364996655917134,971790.8860706064
-0.015254549394609311,0.0012448140808130562,0.014846081926313062,0.001426774395112347,-0.021050634284690218,-0.030784046463403218,-0.016732690018233916,-0.012845542969948148,-0.0003101832695934675,-0.3431257541424478,-0.2914661681603692,0.4662247597588899,0.0679859640956459,-0.5704710687146164,4.3649792848883,971792.0452033768
-0.008052996530621062,-0.006689227718468011,0.011926389539791747,5.459361287664202e-05,-0.023392020498887396,-0.031155802101898954,-0.016145305694852976,-0.012742078424339335,0.0006453454247003916,-0.34409219593409673,-0.29158448022572747,0.4662637719721602,0.067999500931375,-0.5705083559873929,4.364961903362543,971793.2043361474
0.017385906827575272,0.005387783446624222,0.005365606762598412,-0.0019980927225021388,-0.024879346456645413,-0.03066031713976193,-0.0152563748423385,-0.012640240363678246,0.001540729289661098,-0.3450558218703326,-0.29169974247869496,0.4663020804193521,0.06801300247183492,-0.5705456429564169,4.364944511339886,971794.363468918
-0.007008802279921092,0.0006990134254380479,-0.0027790814041099886,-0.005218994299583057,-0.02516838709440597,-0.029240146280144597,-0.014084966786208795,-0.012538580749962079,0.0023752589692530683,-0.34601665450747104,-0.29181194978034763,0.4663396845959375,0.06802646871915723,-0.570582929620812,4.364927108820343,971795.5226016884
-0.00646982142848293,0.002708883482740976,-0.007980347175184421,-0.009673065465688274,-0.023991030518636894,-0.02693781070766378,-0.01265549012567068,-0.01243575326398936,0.0031483268262413513,-0.34697471640183586,-0.29192109699173063,0.4663765839973769,0.06803989967546166,-0.5706202159796955,4.364909695803919,971796.6817344588
0.012260608186421194,-0.013225732610777472,-0.008569022458860839,-0.014291704950835607,-0.021276130444274947,-0.023866919770341413,-0.010993604497798811,-0.012330621843168013,0.003859535479986473,-0.34793003010973844,-0.2920271789739004,0.4664127781191338,0.06805329534287283,-0.5706575020321971,4.36489227229064,971797.8408672296
-0.012241834894880996,-0.0037079139592092573,-0.00706935709481482,-0.01740246119395749,-0.01713269655618292,-0.020158071443234254,-0.009125224163364339,-0.01222227197084871,0.004508709095803543,-0.34888261818750127,-0.292130190587912,0.4664482664566647,0.06806665572352716,-0.5706947877774402,4.364874838280514,971799.0
0.009559990358304583,-0.004959702397852851,-0.0029535004296634333,-0.017429412866785465,-0.01178447241364837,-0.015943177205769096,-0.007076286023770136,-0.012109994505839279,0.005095877214457163,-0.3498325031914414,-0.29223012669482185,0.46648304850544003,0.06807998081954299,-0.5707320732145487,4.3648573937735575,971799.8860706064
-0.0411949264741876,0.02268729339908881,-0.006159325450652449,-0.01332561572899488,-0.005529785034873709,-0.011354146060090938,-0.004872726980446918,-0.011993283410906996,0.005621272480679048,-0.3507797076778701,-0.2923269821556842,0.4665171237609162,0.06809327063304982,-0.5707693583426539,4.364839938769789,971801.0452033768
0.06433848460789011,0.010440240732292428,-0.015149277736328983,-0.005751994765237497,0.0011851822656194287,-0.006522445291060704,-0.0025404839348024317,-0.011871786306285588,0.006085281196663876,-0.35172425420311687,-0.29242075183155264,0.46655049171855945,0.06810652516617223,-0.5708066431608686,4.364822473269217,971802.2043361474
-0.025229056638178326,-0.014580006573735236,-0.021308111089429822,0.00335184369072634,0.007851042414612205,-0.0015776851324011555,-0.00010549378825347228,-0.011745292953906725,0.006488431806296621,-0.352666165323489,-0.29251143058348367,0.46658315187383603,0.06811974442103345,-0.5708439276683278,4.364804997271862,971803.363468918
-0.06839706211852459,-0.03153373567678471,-0.013846761711012035,0.011922964076969208,0.013953342919787943,0.0033514738734561973,0.0024063065577803818,-0.011613725623636648,0.006831385261412825,-0.35360546359530326,-0.29259901327253707,0.46661510372220316,0.06813292839976784,-0.5708812118641519,4.364787510777735,971804.5226016884
0.04531016802275233,-0.01034726595554204,0.010290480385410281,0.018197401347367453,0.018986464285070163,0.008136741943366136,0.004968980201883728,-0.011477102085456084,0.00711489801394791,-0.35454217157488577,-0.2926834947597638,0.4666463467591277,0.0681460771044965,-0.5709184957474654,4.3647700137868535,971805.6817344588
0.04181615855188777,0.034691429810079694,0.030682590321743402,0.020506937967222166,0.02247948138948767,0.012649950763112388,0.00755659024264325,-0.011335537580256929,0.007339823986758899,-0.35547631181855205,-0.2927648699062125,0.4666768804800668,0.06815919053734544,-0.5709557793173929,4.36475250629923,971806.8408672296
-0.01567704613780514,0.024547605606040447,0.026471627137997094,0.01769426188782757,0.024144674404117692,0.016765990929394913,0.010143199778637283,-0.01118922561666397,0.007507095370428753,-0.35640790688261836,-0.29284313357295,0.4667067043804909,0.06817226870043927,-0.5709930625730563,4.364734988314881,971808.0
0.013649332913250194,-0.0209507238342527,0.0032322896066240246,0.011056037048565835,0.024094341378524013,0.020382624126178306,0.01270287190845321,-0.01103843291824119,0.007617717196450115,-0.3573369789493672,-0.2929182806210224,0.4667358179558266,0.06818531159594086,-0.5710303455135881,4.3647174598338205,971809.8860706064
-0.029560206613731065,-0.028511098063252263,-0.02253003200835399,0.0029424095230076324,0.022607937842182815,0.02345110281556301,0.01520968341109354,-0.010883494653655517,0.007672745451224753,-0.3582635327108993,-0.2929903059114845,0.46676422070138557,0.06819831922612377,-0.5710676281381083,4.364699920856065,971811.0452033768
-4.8062251504932876e-05,-0.021720097389512888,-0.03639566500645995,-0.004201658537441478,0.019978571853804764,0.025956762845576707,0.017637812606181913,-0.010724815779180894,0.007673245532651857,-0.3591875124831894,-0.2930592043053985,0.4667919121124587,0.06821129159328515,-0.5711049104457323,4.364682371381623,971812.2043361474
-0.0021998696956305884,0.004021890152597183,-0.03419756131829013,-0.008340723433140245,0.016484105868456517,0.027907055706673716,0.019961756746004974,-0.010562869844479612,0.007620372540745609,-0.3601088836909435,-0.29312497066381715,0.4668188916843194,0.06822422869974656,-0.5711421924355994,4.364664811410518,971813.363468918
0.008379275670869126,0.016448066097562903,-0.019061535032540947,-0.009160143095421947,0.012381262570863529,0.02932393319695734,0.022156686453248194,-0.010398184170399597,0.007515424385787797,-0.36102770079796526,-0.29318759984779347,0.4668451589122523,0.068237130547808,-0.5711794741068297,4.364647240942763,971814.5226016884
0.0023822988333369027,0.006692231026250136,0.0047319070198142,-0.007544658632162933,0.007930107149024257,0.030237432089043385,0.02419880137685967,-0.01023135249047381,0.007359787556355251,-0.3619440404336434,-0.2932470867183824,0.4668707132915427,0.0682499971397743,-0.5712167554585452,4.364629659978369,971815.6817344588
-0.009782303359548857,-0.011214815391018118,0.027983399907318195,-0.0046698117610085126,0.0034101572643065485,0.030680216108272686,0.02606580949716691,-0.010063034821740298,0.007154915064350816,-0.3628579794672057,-0.29330342613663835,0.4668955543174676,0.06826282847796143,-0.5712540364898745,4.364612068517352,971816.8408672296
-0.006932129857409676,-0.0012547568998854787,0.039877133665189406,-0.0017394870596843092,-0.0009031366101867741,0.03068411926575007,0.027736681144764467,-0.009893974649047002,0.006902345049403841,-0.36376959476788134,-0.2933566129636183,0.46691968148531143,0.06827562456466452,-0.571291317199936,4.364594466559727,971818.0
0.02016955282890667,0.012050084804749379,0.03734464802872476,0.00018325024674188526,-0.004746449282942005,0.03027695786036425,0.029192155291995855,-0.009724976814946657,0.006603687818622094,-0.36467896320488685,-0.2934066420603759,0.46694309429034153,0.06828838540221344,-0.5713285975878589,4.364576854105512,971818.8860706064
-0.006183981648056489,0.008761245878864704,0.022514607032735313,0.0006700967029373387,-0.007901322262131945,0.029482394191165596,0.030416642029415006,-0.009556836034956016,0.0062606090499033535,-0.36558616164745,-0.2934535082879649,0.46696579222774776,0.06830111099300143,-0.5713658776527666,4.364559231154718,971820.0452033768
-0.014247163267788509,-0.01012746796339554,0.0014009082802516185,-0.0002254201982374694,-0.010215868913728407,0.02832035192556191,0.031399378038681716,-0.009390052085886686,0.0058748329382078655,-0.3664912669647909,-0.2934972065074443,0.46698777479271875,0.06831380133943214,-0.5714031573937821,4.364541597707363,971821.2043361474
0.004930999891439647,-0.007120756479634582,-0.020074366094809115,-0.0023233095285210676,-0.011612352847988453,0.02680960274369738,0.03213449688174274,-0.0092243137740675,0.005448113663531432,-0.36739435602613724,-0.29353773157986784,0.4670090414804256,0.06832645644392597,-0.5714404368100314,4.364523953763457,971822.363468918
0.0034466923121437842,0.006281057921304595,-0.035457228658865636,-0.005333173073396695,-0.01209519773441318,0.024968884844988073,0.032621629902706714,-0.009058516422898073,0.004982225185278486,-0.3682955057007099,-0.2935750783662926,0.46702959178605064,0.06833907630888657,-0.5714777159006399,4.364506299323018,971823.5226016884
0.014081417859918018,0.004522193994558578,-0.04051201870590778,-0.008688169636766984,-0.011759122184540862,0.022821780912151948,0.03286555231250744,-0.008891232153583515,0.004478948051500835,-0.36919479285773654,-0.29360924172776587,0.4670494252047671,0.06835166093672872,-0.5715149946647318,4.364488634386062,971824.6817344588
-0.007264792368656938,-0.0077448977550725355,-0.03719693403743371,-0.011559453473499823,-0.010752804914042997,0.020404154525346992,0.03287391788693675,-0.008721138609363941,0.003940063951950883,-0.37009229436644353,-0.29364021652534966,0.46706854123176567,0.06836421032985401,-0.5715522731014305,4.364470958952602,971825.8408672296
-0.018519709777822576,-0.001403219944202544,-0.03041221747813484,-0.01311203997768545,-0.00926125735056176,0.01776560809648042,0.03265568652845135,-0.008547457916248332,0.003367348597343235,-0.3709880870960461,-0.2936679976200955,0.46708693936221113,0.06837672449068352,-0.5715895512098612,4.364453273022651,971827.0
0.034471336698127714,0.009246522844919966,-0.021839391569740647,-0.013117903910246911,-0.0074675523047257894,0.014964179337703325,0.0322206400385718,-0.008370102102000695,0.0027625703633973398,-0.3718822479157734,-0.2936925798730633,0.4671046190912922,0.0683892034216216,-0.5716268289891492,4.364435576596227,971827.8860706064
-0.024533603667667558,-0.003578680285738244,-0.010299271065748532,-0.012049076398040391,-0.0055230744611695975,0.012060483199705407,0.03157890670143739,-0.008189313978622626,0.002127493248970608,-0.3727748536948483,-0.2937139581453011,0.4671215799141827,0.06840164712507817,-0.5716641064384217,4.364417869673346,971829.0452033768
0.0070084927794642,-0.008256807254375746,0.0051948172030510465,-0.010482870222984246,-0.0035709364476024814,0.009116648947231767,0.030740675454443627,-0.008005392913639177,0.0014638771551862908,-0.3736659813024985,-0.2937321272978681,0.46713782132606635,0.06841405560346456,-0.5717013835567984,4.36440015225402,971830.2043361474
-0.00371545541319243,-0.0008079906432130543,0.024657009855146503,-0.008745810090496704,-0.0017565358336489472,0.006196099032574174,0.029716140731022113,-0.007818640505211475,0.0007734787177815336,-0.3745557076079448,-0.2937470821918192,0.46715334282211435,0.06842642885919138,-0.5717386603434046,4.364382424338264,971831.363468918
-0.001204620357186239,0.00516143347420617,0.0420701478902789,-0.00674641773816801,-0.0002335545466563299,0.0033641265319541694,0.028515495775232786,-0.0076293511367534796,5.804908196548687e-05,-0.37544410948040463,-0.2937588176882137,0.4671681438975145,0.06843876689466301,-0.5717759367973663,4.364364685926096,971832.5226016884
