timestamp,accel_x,accel_y,accel_z,magnitude
14201.768147684606,0.021536173,-2.4910173,9.597955,9.915965468761566
14219.845431789738,0.045465253,-2.445552,9.712814,10.01606447026627
14237.922715894869,0.3613291,-2.4646955,9.669742,9.985449062149936
14256.0,0.54079723,-2.5125535,9.70085,10.03553075112811
14274.768147684606,0.2057901,-2.8762755,9.114587,9.559864355613382
14292.845431789738,-0.15075321,-2.0937946,9.775029,9.997894493749945
14310.922715894869,0.27997026,-1.9478272,10.021499,10.21287698714448
14329.0,0.12682413,-3.022243,9.136123,9.623865158143492
14347.768147684606,-0.1196454,-2.9241338,9.468738,9.910694870425969
14365.845431789738,-0.09571633,-1.4405307,10.401972,10.501681379772249
14383.922715894869,0.7106937,-2.864311,9.447201,9.897422380314062
14402.0,0.15553902,-2.9480627,9.033228,9.503392771524169
14420.768147684606,0.03828653,-1.6271775,9.94014,10.072514864446003
14438.845431789738,0.40679437,-2.1584032,9.99757,10.235994916867336
14456.922715894869,0.2057901,-3.0533507,9.143302,9.641850005349207
14475.0,-0.17228939,-2.7925239,9.509417,9.912461099336873
14493.768147684606,0.13639577,-1.536247,10.272755,10.387884959947712
14511.845431789738,0.54079723,-3.0294216,9.475916,9.963073868720347
14529.922715894869,0.16032484,-2.885847,9.088264,9.536789789831063
14548.0,0.021536173,-1.5314612,10.0837145,10.199369359492927
14566.768147684606,0.3326142,-2.0124357,9.906639,10.1144463975542
14584.845431789738,-0.033500712,-2.995921,9.155267,9.633046183696749
14602.922715894869,-0.2057901,-2.785345,9.432844,9.837633976857393
14621.0,0.15314612,-1.6176059,10.390007,10.516289651860816
14639.768147684606,0.74658734,-2.967206,9.363449,9.85067922928593
14657.845431789738,0.25125536,-2.88824,9.069121,9.521240216808405
14675.922715894869,0.031107806,-1.536247,10.131573,10.247428652834433
14694.0,0.4450809,-2.1823323,9.906639,10.153923751510503
14712.768147684606,0.06221561,-3.0054924,9.1480875,9.629348900950765
14730.845431789738,-0.22732627,-2.6633067,9.535739,9.903292285266451
14748.922715894869,0.11485959,-1.5673548,10.382828,10.50109094675796
14767.0,0.70112205,-2.969599,9.4137,9.89584953603263
14785.768147684606,0.16750357,-2.8547394,9.028442,9.470499429029026
14803.845431789738,-0.0598227,-1.4931747,10.119608,10.229350688769028
14821.922715894869,0.5240469,-2.2947989,9.932961,10.208057668937897
14840.0,0.08135887,-3.0102785,9.155267,9.637806272932599
14858.768147684606,-0.06221561,-2.6728783,9.514202,9.882721734701557
14876.845431789738,0.17707519,-1.7252867,10.246432,10.392176795586883
14894.922715894869,0.46901,-3.0270288,9.406522,9.892700838123705
14913.0,0.045465253,-2.8786685,9.239018,9.677202748028305
14931.768147684606,-0.15075321,-1.4357449,10.1339655,10.23627601735082
14949.845431789738,0.3804724,-2.1416528,9.94014,10.175353516340826
14967.922715894869,0.004785816,-2.9791706,9.162445,9.634618764951945
14986.0,-0.28475606,-2.4886243,9.583597,9.905537258456313
15004.768147684606,0.105287954,-1.6415349,10.220111,10.351637128179123
15022.845431789738,0.57429796,-3.0078855,9.274912,9.767353067014339
15040.922715894869,0.110073775,-2.8571322,9.145695,9.582226133693808
15059.0,-0.05025107,-1.5027462,10.239254,10.349062459380878
15077.768147684606,0.5599405,-2.4264088,9.729565,10.04317818807785
15095.845431789738,0.19861138,-2.9265265,9.119372,9.579506746688565
15113.922715894869,-0.16989647,-1.8090385,9.786994,9.954232098009204
15132.0,0.12203831,-1.5984626,10.253612,10.378175903271751
15150.768147684606,0.2967206,-3.0030997,9.179195,9.662518914373697
15168.845431789738,0.021536173,-2.8044882,9.231839,9.648443874149228
15186.922715894869,-0.047858164,-1.5242825,10.208146,10.321432667076005
15205.0,0.6125845,-2.7781663,9.619491,10.031354587451135
15223.768147684606,0.15075321,-2.9600272,9.076301,9.547969805024843
15241.845431789738,0.15793194,-1.9621847,9.801352,9.997080189859949
15259.922715894869,0.052643977,-1.9693633,9.770244,9.966886726317163
15278.0,0.06221561,-2.2325833,9.696064,9.949972666578665
15296.768147684606,0.19861138,-2.342657,9.6410265,9.923551797296005
15314.845431789738,0.19143265,-2.3522286,9.655384,9.939621020622464
15332.922715894869,-0.27997026,-2.1823323,9.648206,9.89589999103385
15351.0,0.18425392,-1.7085364,10.162681,10.306945776752748
15369.768147684606,0.45943835,-3.0078855,9.215089,9.704448673494129
15387.845431789738,-0.026321989,-2.8451676,9.356271,9.779339371585163
15405.922715894869,-0.043072347,-1.5147108,10.27754,10.388649213748279
15424.0,0.6460852,-2.8044882,9.574025,9.99722635785663
15442.768147684606,0.13400285,-2.9648132,9.11698,9.587877679398208
15460.845431789738,0.069394335,-1.9717562,9.861175,10.056610287099401
15478.922715894869,0.19861138,-1.8162172,10.138752,10.302057246751511
15497.0,0.16750357,-3.022243,9.160052,9.647204923692444
15515.768147684606,-0.019143265,-2.8906329,9.4495945,9.88185009204185
15533.845431789738,0.035893623,-1.5075321,10.337363,10.44677056216281
15551.922715894869,0.6221561,-2.7566302,9.636241,10.04207293751645
15570.0,0.15553902,-2.9600272,9.049978,9.523027628436578
15588.768147684606,-0.002392908,-1.7037506,9.844424,9.990768525232934
15606.845431789738,0.28475606,-1.9621847,10.078929,10.272101274698464
15624.922715894869,0.23211208,-2.9791706,9.073908,9.55327901163
15643.0,-0.13400285,-2.811667,9.495059,9.903513189579652
15661.768147684606,-0.019143265,-1.4812101,10.351721,10.457173494151172
15679.845431789738,0.650871,-2.8020954,9.535739,9.960205317435134
15697.922715894869,0.16511066,-2.8906329,9.028442,9.481338778884133
15716.0,0.009571632,-1.6487137,9.973641,10.108999123433925
15734.768147684606,0.3254355,-2.0339718,9.99757,10.207563639417364
15752.845431789738,0.11246668,-3.0366004,9.207911,9.696350639663944
15770.922715894869,-0.21296883,-2.7183435,9.375414,9.763868842725193
15789.0,0.0598227,-1.509925,10.325398,10.435386725917937
15807.768147684606,0.7130866,-2.9360983,9.617098,10.080562467837122
15825.845431789738,0.16511066,-2.8547394,9.064336,9.50468230362562
15843.922715894869,-0.002392908,-1.5817122,10.016713,10.140826324023429
15862.0,0.33500713,-2.0244002,10.009535,10.217691366602137
15880.768147684606,0.11246668,-3.017457,9.128944,9.615368638595987
15898.845431789738,-0.21296883,-2.7374868,9.456773,9.847321731123383
15916.922715894869,0.009571632,-1.5793194,10.33497,10.454948411362704
15935.0,0.67001426,-2.943277,9.497452,9.965610523176005
15953.768147684606,0.1483603,-2.8284173,8.994942,9.430320078603874
15971.845431789738,-0.06221561,-1.5697477,10.059786,10.181712674672124
15989.922715894869,0.3565433,-2.1679747,9.987998,10.226795268930486
16008.0,0.09810923,-2.9791706,9.131337,9.605539979224726
16026.768147684606,-0.18425392,-2.7949166,9.461558,9.867450942130644
16044.845431789738,-0.002392908,-1.5841051,10.299076,10.420190072528941
16062.922715894869,0.69155043,-2.9791706,9.451987,9.934473197372197
16081.0,0.21296883,-2.837989,9.124159,9.557709701803754
16099.768147684606,0.09093051,-1.5529974,10.153109,10.271596353436822
16117.845431789738,0.48576033,-2.2541194,9.923389,10.187770443673093
16135.922715894869,0.08375178,-2.9815636,9.078693,9.556118587049196
16154.0,-0.17946811,-2.7733805,9.523774,9.920993871753133
16172.768147684606,0.019143265,-1.5912839,10.265575,10.388194308715017
16190.845431789738,0.57669085,-2.9935281,9.435237,9.915517135688503
16208.922715894869,0.15075321,-2.835596,9.107409,9.539823368324086
16227.0,0.014357449,-1.4859959,10.14593,10.254183805455147
16245.768147684606,0.49533197,-2.3785505,9.858782,10.153740136771194
16263.845431789738,0.1483603,-2.9863493,9.128944,9.606139259627803
16281.922715894869,-0.002392908,-2.6489491,9.54531,9.906052698047771
16300.0,0.14357449,-1.6606783,10.287112,10.421282999267108
16318.768147684606,0.63412064,-2.9337053,9.337128,9.807685509930776
16336.845431789738,0.2392908,-2.5580187,9.60274,9.940489689352047
16354.922715894869,0.06221561,-2.3235137,9.624276,9.900973448120713
16373.0,0.12921704,-2.3522286,9.652991,9.936292652502004
16391.768147684605,0.13639577,-2.4024796,9.581204,9.878764200248229
16409.845431789738,-0.24168372,-1.5482116,10.002356,10.124351620208753
16427.922715894867,0.2656128,-1.9238981,10.078929,10.264343322675273
16446.0,0.28714898,-3.046172,9.121766,9.621238659811688
16464.768147684605,-0.16750357,-2.7470584,9.502238,9.89277081042603
16482.845431789738,0.071787246,-1.5338541,10.332577,10.44605232945461
16500.922715894867,0.6795859,-2.8906329,9.511809,9.964542438593064
16519.0,0.13639577,-2.8523464,8.968619,9.412258525923937
16537.768147684605,-0.22014755,-1.6774286,9.964069,10.106676144441849
16555.845431789738,0.2943277,-2.079437,10.038249,10.25559018379524
16573.922715894867,0.12443122,-2.943277,9.126552,9.590219707386463
16592.0,-0.1459674,-2.6992004,9.459166,9.837825506522208
16610.768147684605,0.057429794,-1.5793194,10.3852215,10.50477860559267
16628.845431789738,0.67240715,-2.940884,9.521381,9.98787395915608
16646.922715894867,0.16511066,-2.8499537,9.054764,9.494116531720334
16665.0,-0.0598227,-1.5482116,10.081322,10.199685837391947
16683.768147684605,0.27518442,-2.0267932,10.019106,10.225756802301381
16701.845431789738,0.12921704,-2.9743848,9.152873,9.624902396181813
16719.922715894867,-0.16032484,-2.7350938,9.451987,9.841061954753078
16738.0,0.071787246,-1.61282,10.320613,10.4461186311882
16756.768147684605,0.69633627,-2.940884,9.39695,9.870985371525657
16774.845431789738,0.12443122,-2.833203,9.071514,9.504466771992824
16792.922715894867,-0.0071787243,-1.5721406,10.066964,10.188986297838806
16811.0,0.4091873,-2.1919038,10.009535,10.25488505206961
16829.768147684605,0.105287954,-2.9504557,9.19116,9.653688234893439
16847.845431789738,-0.27518442,-2.577162,9.521381,9.867835962682788
16865.922715894867,0.052643977,-1.5984626,10.291898,10.415422147676836
16884.0,0.62454903,-2.9360983,9.334735,9.805509279907996
16902.768147684605,0.11246668,-2.7685947,9.102622,9.515014064196768
16920.845431789738,0.055036888,-1.5960697,10.11243,10.237758936954846
16938.922715894867,0.48097453,-2.443159,9.86596,10.175339263110086
16957.0,0.14118157,-2.9265265,9.160052,9.617226327461255
16975.768147684605,-0.30629224,-2.342657,9.621883,9.907698482575165
16993.845431789738,0.10050214,-1.6295704,10.251218,10.380417662706291
17011.922715894867,0.51208234,-2.9528487,9.344306,9.813133973897816
17030.0,0.057429794,-2.7901309,9.176803,9.591759062923895
17048.768147684605,-0.045465253,-1.5266753,10.203361,10.317043193530859
17066.845431789738,0.6293348,-2.553233,9.731957,10.080974560657765
17084.922715894867,0.16750357,-2.9576344,9.160052,9.62716008658473
17103.0,0.08614469,-2.290013,9.612311,9.881705480761163
17121.768147684605,0.19143265,-1.746823,10.181824,10.33235583106733
17139.845431789738,0.416366,-2.9911351,9.222268,9.704147406971517
17157.922715894867,0.047858164,-2.866704,9.243804,9.678233031803558
17176.0,-0.06460852,-1.536247,10.227289,10.34222748712223
17194.768147684605,0.5551547,-2.5915194,9.779816,10.132569789316255
17212.845431789738,0.105287954,-2.9121692,9.102622,9.557695448044479
17230.922715894867,-0.15075321,-1.9406484,9.786994,9.978681992066079
17249.0,0.1459674,-1.7492158,10.150716,10.301363876181075
17267.768147684605,0.3852582,-3.0054924,9.246197,9.730034296441817
17285.845431789738,0.004785816,-2.8403819,9.260554,9.686364262652857
17303.922715894867,-0.07418015,-1.536247,10.289505,10.403820004435294
17322.0,0.571905,-2.7015932,9.612311,10.001110133781761
17340.768147684605,0.16989647,-2.8786685,9.126552,9.57128771650475
17358.845431789738,0.1196454,-1.7300725,9.916211,10.066712793832872
17376.922715894867,0.2943277,-1.8353605,10.141145,10.310092088384687
