IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,IMF_8,IMF_9,IMF_10,IMF_11,timestamp
-0.014644555267724376,-0.03353693255975928,0.029726638317005005,1.215505691913126,-1.0822006641767452,-1.5259426488558838,0.5592886925255593,0.6172087762444082,-0.556905416465655,0.6479539031932742,0.0803378025625024,1097737.7438845402
0.09462518014804311,-0.047833693092626105,0.035285031839143076,1.1365069097944964,-0.9114603102817601,-1.63079307081411,0.5669525865656275,0.6229488946174602,-0.5574192292113421,0.6481655263101906,0.08031546155498553,1097755.8292563602
-0.1132471088983988,0.03284250353112905,0.02910261676180192,1.0515493716746305,-0.7407965058251447,-1.7345345736682551,0.5744210114577002,0.6284523158886209,-0.5579556632142084,0.6483766146599812,0.08029320506225178,1097773.91462818
0.1105547786170583,0.06603513439664822,0.013906387672650832,0.9613730171461029,-0.5699590482467958,-1.8370438506352713,0.5816900326898742,0.6337161239736452,-0.5585149893557672,0.648587168080711,0.08027103309125108,1097792.0
-0.09506550985546383,-0.0005527632893183386,-0.005397284670882405,0.8667611313911601,-0.3982729632936573,-1.9381975949321164,0.5887557157502509,0.6387374027882873,-0.5590974785175306,0.648797186410444,0.08024894564893453,1097810.7438845402
0.06310047794185991,-0.04413911692300524,-0.022728903034312277,0.7683848367651824,-0.22493358056758847,-2.037872499775745,0.5956141261269275,0.6435132362483044,-0.5597034015810132,0.6490066694872462,0.08022694274225227,1097828.8292563602
-0.04864802717098451,-0.0564785597262788,-0.03160944732313665,0.6669392649579633,-0.04914583460140685,-2.135945258383112,0.6022613293080047,0.648040708269449,-0.5603330294277254,0.6492156171491792,0.08020502437815615,1097846.91462818
0.0502679652237989,-0.04359351019094604,-0.027113898284320002,0.5631785501222031,0.12971136412276293,-2.2322925639711717,0.608693390781581,0.6523169027674769,-0.5609866329391819,0.6494240292343095,0.08018319056359569,1097865.0
-0.03823582027821701,-0.038206814665002704,-0.010042826416789883,0.4573890192290189,0.31212319573475195,-2.326791109756882,0.6149063760357569,0.6563389036581427,-0.5616644829968948,0.6496319055807006,0.08016144130552251,1097882.7438845402
0.015690002347374738,0.0058333991156907265,0.009319657958948676,0.34941928051709886,0.4985187188774324,-2.4193175889571954,0.6208963505586296,0.6601037948572025,-0.5623668504823767,0.6498392460264166,0.08013977661088652,1097900.8292563602
0.005459691512279304,0.05454279852652427,0.022385354770074098,0.2390673321084344,0.6892820245641343,-2.509748694789068,0.6266593798382987,0.6636086602804102,-0.563094006277141,0.6500460504095229,0.08011819648663938,1097918.91462818
-0.008663110762383212,0.07011862082080358,0.023233237269150036,0.12615940705587714,0.8846808420646162,-2.5979611204694564,0.6321915293628662,0.6668505838435206,-0.5638462212627002,0.6502523185680826,0.08009670093973092,1097937.0
0.019601935312942905,0.028999815031880084,0.011039008284056415,0.010161261870161678,1.0847742380669585,-2.683831559215315,0.6374888646204278,0.66982664946229,-0.5646237663205674,0.6504580503401611,0.08007528997711204,1097954.7438845402
-0.012780287383053205,-0.021869810752726728,-0.006910906810111527,-0.11047221787580425,1.2895440255065471,-2.767236704243599,0.642547451099084,0.6725339410524716,-0.5654269123322548,0.6506632455638218,0.08005396360573383,1097972.8292563602
-0.030922195665836615,-0.0501188688367769,-0.02128272347399701,-0.2375067191019564,1.4989079507327812,-2.8480532487712633,0.6473633542869339,0.674969542529822,-0.5662559301792753,0.6508679040771292,0.08003272183254709,1097990.91462818
0.037901567216166776,-0.06604638177816019,-0.023507343704166912,-0.37233577369258647,1.7125429282824383,-2.926157886015264,0.651932639672077,0.6771305378100952,-0.5671110907431426,0.6510720257181485,0.08001156466450202,1098009.0
0.004496919086345253,-0.04432145692075652,-0.011491066703992232,-0.5153707952672009,1.9297926753484842,-3.0014273091925547,0.6562513727426127,0.6790140108090457,-0.5679926649053686,0.6512756103249432,0.07999049210854935,1098027.7438845402
-0.05659752529264395,-0.01222804820252606,0.008203075270035337,-0.6659067344471629,2.149826328833678,-3.073738211520094,0.6603156189866413,0.680617045442429,-0.5689009235474666,0.6514786577355778,0.07996950417163992,1098045.8292563602
0.0468575766598432,0.059169020009637904,0.024777896249716536,-0.8230089241364517,2.371791704246044,-3.142967286214834,0.6641214438922586,0.6819367256260008,-0.5698361375509488,0.6516811677881165,0.07994860086072521,1098063.91462818
0.019303775318217857,0.055972112597643314,0.028694915715254763,-0.9857871543139929,2.594916971677584,-3.208991226493731,0.6676649129475668,0.6829701352755151,-0.5707985777973288,0.6518831403206241,0.0799277821827551,1098082.0
-0.01763375127369078,0.018417781478825376,0.01798540188028332,-1.1532911864508029,2.8185677092741175,-3.271686725573742,0.6709420916406647,0.6837143339508238,-0.5717884908122159,0.6520845751711649,0.07990704814468007,1098099.7438845402
0.013555606824441789,-0.04241562552995665,-0.0009259130045521208,-1.3243509941066751,3.042162015437205,-3.330930476671817,0.6739490454596491,0.6841662528227149,-0.5728059947321553,0.652285472177803,0.07988639875345105,1098117.8292563602
-0.03449168626830287,-0.04092371956480854,-0.019771920828635676,-1.4976647802715604,3.2651279469128056,-3.3865991730049174,0.6766818398926226,0.684322631288833,-0.5738510159205509,0.6524858311786026,0.0798658340160195,1098135.91462818
0.006767363654624184,0.0006579620408665192,-0.03018122247117817,-1.6719191839877343,3.48689610159886,-3.438569507789995,0.679136540427683,0.6841799721673223,-0.5749232441613037,0.6526856520116282,0.079845353939336,1098154.0
0.039672927037220425,0.009005287277017734,-0.027001576740906495,-1.8459270218581367,3.7068838313226857,-3.4867181742440083,0.6813092125529301,0.6837346091516547,-0.5760222001136431,0.6528849345149441,0.07982495853034983,1098171.7438845402
-0.051481419410949296,0.005312170068854493,-0.01402652240693671,-2.0189643649815876,3.9244505701670436,-3.5309218655839087,0.6831959217564616,0.6829828445429911,-0.5771473730444883,0.6530836785266149,0.079804647796013,1098189.8292563602
0.047118646408588274,0.006803437091452925,0.0012113819143245888,-2.1908632274482334,4.138847056914536,-3.5710572750266523,0.6847925149659037,0.6819211992029653,-0.5782982522207581,0.6532818838847045,0.07978442174327674,1098207.91462818
-0.02434272464021329,-0.0004038318078147126,0.012641106676088405,-2.361604834462819,4.34923363045497,-3.6070010957891947,0.6860936569315392,0.6805473761705564,-0.5794743269093725,0.653479550427278,0.07976428037909025,1098226.0
0.007777991442387536,-0.00417475937399302,0.015215558507627921,-2.531173333749748,4.554719445478381,-3.638630021088495,0.6870923623323537,0.6788607285560408,-0.5806750863772502,0.6536766779923988,0.07974422371040527,1098244.7438845402
-0.022291340913092754,0.008789055153577297,0.006631596474112848,-2.699517308342557,4.754372775611553,-3.6658207441415023,0.687780366324073,0.676861888992952,-0.5819000198913103,0.6538732664181314,0.07972425174417244,1098262.8292563602
0.026126912380812953,0.027607599422186904,-0.01085721813886175,-2.866216189172451,4.94721768361494,-3.688449958165175,0.6881483447727457,0.6745525494045016,-0.583148616718473,0.6540693155425409,0.07970436448734099,1098280.91462818
-0.011159075078324919,0.011582533860430922,-0.031158494656407763,-3.0302073013601785,5.132262084757838,-3.706394356376469,0.6881859528154498,0.6719354224428721,-0.5844203661256563,0.6542648252036903,0.0796845619468647,1098299.0
0.009215966531309334,-0.009972064629908255,-0.04789382247907602,-3.190218392118543,5.308525783779598,-3.7195306319923382,0.6878818429902449,0.6690142233592653,-0.5857147573797814,0.654459795239646,0.0796648441296906,1098317.7438845402
-0.0049156258784429675,-0.014889007022555583,-0.05387121309011161,-3.344797944455011,5.475033564082417,-3.7277354782297394,0.6872238901528502,0.6657934450872229,-0.5870312797477657,0.6546542254884706,0.07964521104277313,1098335.8292563602
0.0028885401123664592,-0.04117007673594877,-0.044241824917652973,-3.4924574522122662,5.630822283785203,-3.730885588305623,0.6861998173186882,0.6622777324005815,-0.5883694224965288,0.6548481157882285,0.07962566269305982,1098353.91462818
0.0064085417990724005,-0.03261461521886061,-0.022242413992678886,-3.6327892594236544,5.7749461219553195,-3.728858184557217,0.6847978766234528,0.6584717300731752,-0.5897286748929909,0.6550414659769851,0.07960619908750406,1098372.0
-0.030754050330824678,0.003668096816807355,0.005371990919447258,-3.767322968445716,5.906436234788673,-3.7215351871141293,0.6830110179952209,0.6543800828788416,-0.5911085262040703,0.6552342758928037,0.07958682023305327,1098389.7438845402
0.03510436258088496,0.05372273918578653,0.031406716813461064,-3.8980094958310874,6.024219748019817,-3.70880937047155,0.6808430457276581,0.6500074355914147,-0.5925084656966867,0.655426545373749,0.07956752613666163,1098407.8292563602
0.008997735445018137,0.05784038405712131,0.05016975930917431,-4.026697831881575,6.127196444100484,-3.6905760904360028,0.678300345425753,0.6453584329847308,-0.5939279826377598,0.655618274257886,0.07954831680527823,1098425.91462818
-0.03729583008105816,0.011409553369829021,0.0635777410576376,-4.154485645626929,6.214265560662591,-3.666730702814009,0.6753893026944978,0.6404377198326263,-0.5953665662942088,0.6558094623832785,0.07952919224585263,1098444.0
0.019390513682348943,-0.04059860518316058,0.08008468795594777,-4.279903696108483,6.284325650327346,-3.6371685634120876,0.6721163031388842,0.6352499409089349,-0.5968237059329521,0.6560001095879905,0.07951015246533924,1098461.7438845402
0.008878305848179063,-0.05106016411775561,0.10819586830852912,-4.399885784746636,6.336275094463299,-3.601785028036764,0.6684877323639011,0.6297997409874933,-0.5982988908209091,0.6561902157100862,0.07949119747068506,1098479.8292563602
0.0016881705097884423,-0.055514351246429575,0.15281715210381866,-4.510258244329644,6.36901227443898,-3.5604754524945563,0.6645099759745415,0.624091764842137,-0.5997916102250003,0.6563797805876308,0.0794723272688425,1098497.91462818
-0.032030642112741245,-0.015152709365795925,0.21131996827185878,-4.606796277729962,6.381435510545784,-3.5131351315148396,0.6601894195757957,0.618130657246702,-0.601301353412144,0.6565688040586883,0.07945354186676075,1098516.0
0.021969839501938492,0.019453476767981044,0.27572788724908326,-4.686783601766839,6.372450598789954,-3.4596664424431456,0.6555324487726558,0.6119210629750229,-0.6028276096492595,0.656757285961323,0.0794348412713932,1098533.7438845402
0.0029037287698165017,0.052297923097135164,0.3364587868358571,-4.747974169256972,6.341018237232786,-3.400024378639583,0.6505454491701106,0.6054676268009367,-0.6043698682032665,0.6569452261335991,0.07941622548968795,1098551.8292563602
-0.011837876345313556,0.041446598795835066,0.38557697198366725,-4.7882013160121035,6.286233571300172,-3.3342886627646733,0.6452348063731532,0.5987749934982769,-0.605927618341084,0.6571326244135811,0.07939769452859724,1098569.91462818
-0.0013138952811847214,0.009889218746164323,0.4209098047707362,-4.80522002429499,6.207351676046994,-3.2626580860900396,0.6396069059867735,0.591847807840882,-0.6075003493296312,0.6573194806393331,0.07937924839507174,1098588.0
0.0031169557886100967,-0.00941931969056091,0.4429588501247792,-4.795481502343957,6.103726188715426,-3.1853553646918913,0.6336681336159634,0.5846907146025849,-0.6090875504358272,0.6575057946489193,0.07936088709606175,1098606.7438845402
-0.001534008281319272,-0.02401044884216962,0.4537314342923951,-4.754511210656546,5.974816536148913,-3.1026032146464333,0.6274248748657139,0.5773083585572227,-0.6106887109265922,0.6576915662804051,0.07934261063851752,1098624.8292563602
0.01547604278854612,-0.03932098748977738,0.4548809161905203,-4.677759669889278,5.820437043707926,-3.0146243520298737,0.6208835153410152,0.5697053844786306,-0.6123033200688445,0.6578767953718536,0.07932441902939048,1098642.91462818
-0.017084821568078886,-0.021572476594251662,0.44363413492397913,-4.561277423710784,5.641179062602702,-2.9216414929184173,0.6140504406468591,0.5618864371406436,-0.613930867129504,0.6580614817613302,0.07930631227563104,1098661.0
0.009246720790221348,-0.003634221992056114,0.41435657223239664,-4.401848520894174,5.438260318681062,-2.823877353388275,0.6069320363882362,0.553856161317099,-0.615570841375489,0.6582456252868978,0.0792882903841896,1098678.7438845402
0.004956655687376503,0.01938073578272972,0.3597598757559459,-4.197358901452366,5.213155334145184,-2.7215546495156517,0.5995346881701378,0.5456192017818307,-0.61722273207372,0.6584292257866221,0.07927035336201838,1098696.8292563602
0.011531950986321973,0.017538413492372163,0.27377971463961137,-3.9474186441561443,4.967375709114954,-2.6148960973767554,0.5918647815975557,0.5371802033086748,-0.618886028491116,0.6586122830985671,0.07925250121606596,1098714.91462818
-0.004169111479098762,-0.006573593794233487,0.15106613886426154,-3.6533191008897137,4.702433043710252,-2.5041244130477924,0.5839287022754794,0.5285438106714673,-0.620560219894596,0.6587947970607969,0.07923473395328487,1098733.0
-0.007274700109064773,-0.004289712523392353,-0.009903658480788342,-3.3170142948964982,4.419838938050958,-2.389462312604971,0.5757328358089017,0.519714668644043,-0.6222447955510791,0.6589767675113759,0.07921705158062452,1098750.7438845402
0.018302962217102446,0.000879615039671264,-0.203038318371222,-2.940869345056862,4.121104992256946,-2.2711325121244967,0.5672835678028111,0.5106974220002386,-0.6239392447274849,0.6591581942883684,0.07919945410503551,1098768.8292563602
0.007402487239637488,-0.014629501872102098,-0.41959605247974435,-2.527556185671875,3.8077428064481023,-2.1493577276825784,0.5585872838622019,0.5014967155138886,-0.6256430566907326,0.6593390772298391,0.07918194153347022,1098786.91462818
-0.03454136451036873,-0.014547292850167868,-0.6519777074602439,-2.079822926027874,3.4812639807443038,-2.0243606753554233,0.5496503695920634,0.4921171939588298,-0.6273557207077413,0.6595194161738515,0.07916451387287834,1098805.0
