timestamp,accel_x,accel_y,accel_z,magnitude
242723.82249365482,-2.2277975,0.12203831,9.6410265,9.895825737340779
242726.13356598985,-2.1249025,0.11485959,9.636241,9.868411420791201
242728.44463832487,-2.0555081,0.110073775,9.645813,9.863008578323218
242730.7557106599,-2.060294,0.1172525,9.669742,9.887490574547023
242733.06678299492,-2.084223,0.13160995,9.669742,9.892685026787824
242735.37785532995,-2.1153307,0.18903974,9.636241,9.86749718032606
242737.68892766497,-2.110545,0.22014755,9.6410265,9.871790978059567
242740.0,-2.1201165,0.21536173,9.753493,9.9835815391757
242741.82249365482,-2.1464386,0.13878867,9.777423,10.011216783159744
242744.13356598985,-2.1703677,0.17946811,9.719993,9.960972275624467
242746.44463832487,-2.1751535,0.24646953,9.746315,9.989128893802786
242748.7557106599,-2.1990826,0.25364825,9.794173,10.04122136347366
242751.06678299492,-2.234976,0.25125536,9.806137,10.060744000285155
242753.37785532995,-2.2780485,0.27039862,9.724778,9.991692926192947
242755.68892766497,-2.2732627,0.27757734,9.7176,9.983813011214341
242758.0,-2.2732627,0.2368979,9.731957,9.996741017355841
242760.82249365482,-2.21344,0.208183,9.722385,9.973335795174751
242763.13356598985,-2.2110472,0.21536173,9.703242,9.954296344088839
242765.44463832487,-2.1990826,0.2584341,9.645813,9.896689390732366
242767.7557106599,-2.2086542,0.25604117,9.6912775,9.943066430328164
242770.06678299492,-2.2062612,0.2632199,9.7415285,9.991709098782534
242772.37785532995,-2.1799393,0.2057901,9.743921,9.986915508363104
242774.68892766497,-2.1727605,0.19143265,9.69367,9.936034053823802
242777.0,-2.134474,0.22971918,9.698457,9.933217924680042
242778.82249365482,-2.1440456,0.28236315,9.698457,9.93663568136652
242781.13356598985,-2.1536174,0.31586388,9.719993,9.960727976223446
242783.44463832487,-2.108152,0.30868515,9.6912775,9.922723968696337
242785.7557106599,-2.1225095,0.25604117,9.686492,9.919613446318824
242788.06678299492,-2.1464386,0.22732627,9.664956,9.903042480901416
242790.37785532995,-2.2277975,0.16989647,9.612311,9.868559635136513
242792.68892766497,-2.2565124,0.16032484,9.578811,9.842315400320993
242795.0,-2.266084,0.14357449,9.576418,9.841927252319984
242797.82249365482,-2.2708697,0.16750357,9.588383,9.8550492233692
242800.13356598985,-2.2732627,0.17707519,9.629062,9.895348095239946
242802.44463832487,-2.2565124,0.17468229,9.645813,9.907778285002264
242804.7557106599,-2.239762,0.22971918,9.638634,9.898109420705545
242807.06678299492,-2.2110472,0.2967206,9.655384,9.909753428948079
242809.37785532995,-2.187118,0.2967206,9.652991,9.902109043353812
242811.68892766497,-2.2038684,0.31586388,9.674527,9.927400394309489
242814.0,-2.2182257,0.34697166,9.645813,9.903667150099132
242815.82249365482,-2.215833,0.36611494,9.638634,9.896828856716489
242818.13356598985,-2.1799393,0.36611494,9.652991,9.902848617799663
242820.44463832487,-2.1488314,0.36372203,9.696064,9.937979029603015
