IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,timestamp
0.04298260131243604,0.001296303171782552,-0.0048541627973162456,0.0074055795383503945,0.004170135312304986,0.001943188199286601,150538.5625
-0.07385399676971259,-0.0007295330686171345,-0.005659618389241807,0.007371571849806147,0.004227875368005982,0.0019413457466024898,150547.625
0.06414478396657375,0.0015247231811874795,-0.004457896616153868,0.007045639508280936,0.004282536838662879,0.0019388578582914553,150556.6875
-0.04037644182982839,-0.004184345367100169,-0.0013678892471671008,0.006457744431013174,0.004333843792076771,0.0019357329578498937,150565.75
0.016815105621438942,-0.006857635602373184,0.0023068046071244,0.005649887460062873,0.0043815031818160415,0.0019319794687741732,150574.8125
-0.004481690311176048,0.005079365853073059,0.005435071981446806,0.004664069437490036,0.0044252219614490645,0.0019276058145606414,150583.875
0.0039139855483617154,0.013006713551952013,0.006949326927925332,0.0035422912053546525,0.0044647070845442146,0.0019226204187056735,150592.9375
-0.02267269679728139,0.008140699610291532,0.0060891533223315555,0.002325791392126313,0.0044996655046698805,0.0019170317047056242,150602.0
-0.026211114952070114,-0.003510662550603181,0.003384010196151819,0.0010527597719129811,0.004529804175394436,0.0019108480960568612,150610.5625
-0.030423168928443264,-0.013469543676288975,-0.0003141746301988573,-0.00023937609476779045,0.004554830050286252,0.0019040780162557535,150619.625
-0.016486661934058806,-0.0151262113171058,-0.00415347333630549,-0.0015131886473984423,0.004574450082913717,0.0018967298887986484,150628.6875
0.04287967359882001,-0.010233917709679123,-0.007378044190862276,-0.0027312503254614206,0.004588371226845201,0.0018888121371819246,150637.75
0.004870096329992016,-0.002361561826260377,-0.009616389819000296,-0.0038561335684391814,0.004596300435649095,0.0018803331849019415,150646.8125
-0.04330931980368189,0.004724728172950336,-0.010593098934959844,-0.00485041081581416,0.004597944662893765,0.0018713014554550662,150655.875
-0.024554354554641774,0.007785677817050422,-0.010029503302872887,-0.005679911457177136,0.004593010862147588,0.0018617253723376547,150664.9375
0.025572453204285545,0.0062310931500063295,-0.007680067992000088,-0.006328652971473565,0.004581205986978951,0.0018516133590460767,150674.0
0.027504738169019292,0.000772359835682089,-0.0036481131544485092,-0.006804550943442545,0.00456223699095623,0.0018409738390766906,150683.5625
-0.01920885046454782,-0.004913459124724425,0.00124700950928659,-0.0071206812467444905,0.004535810827647794,0.001829815235925861,150692.625
0.011855263236621756,-0.0046702829252246204,0.006049003756774982,-0.007290119755039843,0.004501634450622039,0.001818145973089958,150701.6875
-0.00764242446498437,0.0014719566356311776,0.009923665620672702,-0.0073259412934403335,0.0044594137648986485,0.0018059744740653392,150710.75
-0.006919211679338684,0.005761599062986173,0.012067314202407376,-0.007241254982114855,0.004408888970554465,0.0017933091623483723,150719.8125
0.006646701486240407,0.004214544436542175,0.011892519534094785,-0.007048232357595029,0.004349953176125101,0.0017801584614354122,150728.875
-0.007427649335738982,-0.0036369085949613748,0.009676855370603565,-0.006754721477280174,0.0042825379793980005,0.0017665307948228383,150737.9375
0.009561449717209961,-0.0075894810355513235,0.0059141463974905235,-0.006367479906473584,0.004206574978160625,0.0017524345860070014,150747.0
-0.014189688102620524,-0.0010356037339178457,0.0012003277551760967,-0.005893265210478568,0.0041219957702004414,0.001737878258484268,150755.5625
