IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,IMF_8,IMF_9,IMF_10,IMF_11,IMF_12,timestamp
0.023018188813939407,-0.0036213243960902,0.07615847176492167,-0.16369177693358614,-0.14782782966989455,-0.07702228821974498,0.09610993376222708,0.07981015883492057,-1.1688877458773679,1.7155875038313173,0.8896753892905926,1.7959183083084527,3571254.9054715303
-0.003352337622610529,-0.009589577798967571,0.08355007744386259,-0.16727457427518128,-0.15038645869230127,-0.07777207658907727,0.09630985608835982,0.08156097112574358,-1.1704450366725105,1.7158646779563105,0.889773341572747,1.7958802269733123,3571256.0618327404
-0.014152607013460047,0.011623732454224506,0.07687393534468856,-0.17038202589629997,-0.15116246355872698,-0.07837300151850896,0.09649954968791272,0.08333498753340945,-1.171996763948833,1.7161409961059442,0.8898708493756478,1.7958419009436888,3571257.21819395
0.007843707582490825,0.015807524936230083,0.05381795679653285,-0.1725406069226949,-0.1500495495389995,-0.07882256470121922,0.09667854047419418,0.08513229756303257,-1.173542917116441,1.7164164577648209,0.8899679125070175,1.7958033301647234,3571258.3745551603
-0.0031012590730051153,0.007282443811790348,0.01749600015268216,-0.17294511307081115,-0.1469769244946581,-0.07912295059180711,0.09684628012519175,0.08695299046206026,-1.1750834855854206,1.7166910624175291,0.8900645307745803,1.795764514581556,3571259.53091637
0.0241774827927525,0.012901948839990435,-0.023356688557448265,-0.17060542087741085,-0.14200359395910195,-0.07927747977831566,0.09700217672751414,0.08879715541353174,-1.1766184587658834,1.7169648095486727,0.8901607039860631,1.795725454139323,3571260.68727758
-0.02128470614117214,-0.017393916292255826,-0.05701104703539641,-0.16443559418355938,-0.13527644741522377,-0.07928946007008386,0.09714562581908649,0.09066488152101262,-1.178147826067924,1.717237698642845,0.8902564319491939,1.7956861487831648,3571261.84363879
-0.0056289153168317205,-0.010734357141297952,-0.07571588227231092,-0.1533883401034266,-0.12695836241881225,-0.07916219792925079,0.09727602190849392,0.09255625757020312,-1.1796715769016455,1.717509729184649,0.8903517144716957,1.7956465984582217,3571263.0
0.014998552698620089,-0.009352160533730218,-0.07737268340991225,-0.13673189865455787,-0.11721250707636174,-0.07889899414948993,0.09739275399509735,0.09447137218756387,-1.181189700677137,1.717780900658669,0.8904465513612934,1.795606803109633,3571263.9054715303
0.0015857636465388284,0.006889489823732594,-0.06454865553097694,-0.11439366534183927,-0.10620204949436664,-0.07850312259000349,0.09749518470590823,0.096410313437438,-1.1827021868045076,1.7180512125495124,0.890540942425715,1.795566762682536,3571265.0618327404
-0.016058262239679443,-0.00701723216554838,-0.040050851156890555,-0.08734360033366102,-0.09409015777931512,-0.07797783017407091,0.09758265086520886,0.09837316825096956,-1.1842090246938515,1.7183206643417683,0.8906348874726862,1.7955264771220716,3571266.21819395
0.007951726868438569,0.007310973850297261,-0.011000752145324226,-0.056846092505716164,-0.08104000003769847,-0.07732634827925126,0.09765447440135379,0.10036002290950556,-1.1857102037552694,1.7185892555200424,0.8907283863099305,1.7954859463733788,3571267.3745551603
0.008467986521464639,0.009373933355778836,0.014836699863802988,-0.024180699806184668,-0.06721474437600983,-0.07655190203141526,0.09770997158286983,0.10237096310254232,-1.1872057133988538,1.718856985568919,0.8908214387451759,1.7954451703815968,3571268.53091637
-0.009649779297001436,-0.01124503070227852,0.032503025481989745,0.009371511669992534,-0.052777558900739235,-0.0756577156102273,0.09774845895801759,0.10440607329363293,-1.188695543034715,1.7191238539730047,0.8909140445861463,1.7954041490918653,3571269.68727758
0.012235552027926162,0.005692062070039432,0.04186218211479697,0.0424895629554345,-0.037891611718384774,-0.07464701319534378,0.09776925518746958,0.10646543583390997,-1.1901796820729424,1.7193898602168938,0.8910062036405667,1.7953628824493217,3571270.84363879
-0.0014743961226995367,0.007382023854342877,0.046144693134774775,0.07368787656190483,-0.02272007093543217,-0.07352301896644022,0.0977716810648116,0.10854913094160942,-1.19165811992364,1.71965500378518,0.8910979157161679,1.795321370399107,3571272.0
-0.006691206037369824,-0.008575878011427734,0.04852635058131802,0.10134235684754947,-0.0074261046583782575,-0.07228895710317976,0.09775506074934541,0.11065723546924566,-1.193130845996903,1.719919284162458,0.8911891806206689,1.795279612886361,3571273.9054715303
0.006769006155674032,-0.01606305476904019,0.052628235553563246,0.12398283153021607,0.007827119006285065,-0.07094805178522376,0.09771872186870685,0.1127898228009886,-1.1945978497028364,1.720182700833334,0.8912799981617979,1.795237609856222,3571275.0618327404
-0.022553070004204565,0.01307857912363832,0.0567885557265214,0.14084599930037991,0.02287643195206898,-0.06950352719223969,0.09766199610317225,0.11494696226837993,-1.1960591204515385,1.7204452532823977,0.8913703681472817,1.79519536125383,3571276.21819395
0.04507589511661927,-0.012834402639976074,0.05174879209548548,0.15159335728268852,0.03755866607247851,-0.06795860750389443,0.09758421927446803,0.1171287190615051,-1.1975146476530991,1.720706940994245,0.8914602903848451,1.795152867024322,3571277.3745551603
-0.033098296667500485,0.021032816048042254,0.029384748201396253,0.1560403654609019,0.051710653261024205,-0.06631651689985116,0.09748473204115223,0.11933515353362166,-1.1989644207176267,1.7209677634534746,0.8915497646822126,1.7951101271128405,3571278.53091637
0.02764188479185953,-0.004148618004867824,-0.003860651805234802,0.15429826117842385,0.06518226840841951,-0.06458047955977614,0.09736288051221864,0.12156632058754334,-1.2004084290552168,1.7212277201446828,0.8916387908471143,1.7950671414645207,3571279.68727758
-0.0024020204505355524,-0.007138539729154065,-0.03840194431188453,0.14654795101778112,0.07788114953578204,-0.06275371966333068,0.09721801615239556,0.12382226977036301,-1.2018466620759694,1.7214868105524623,0.8917273686872724,1.7950239100245053,3571280.84363879
0.005693464847761956,-0.009096779475054374,-0.062456462482012205,0.13294878995123313,0.08975014128258905,-0.06083946139018474,0.09704949770071086,0.12610304335486155,-1.2032791091899793,1.7217450341614169,0.8918154980104098,1.7949804327379346,3571282.0
-0.013486646990470716,-0.005219508614690344,-0.06814876686377613,0.11365089390162819,0.10073546066399157,-0.058840928920000896,0.09685669289032486,0.12840867461969366,-1.2047057598073512,1.722002390456138,0.891903178624257,1.7949367095499438,3571282.9054715303
0.0003267465903931876,0.002281815937653999,-0.05401726006763077,0.08902047704843219,0.1107774638101201,-0.05676134643244539,0.09663897878821884,0.13073918750969418,-1.2061266033381857,1.7222588789212252,0.8919904103365364,1.7948927404056758,3571284.0618327404
0.0065694060125220406,0.010299841397160931,-0.025531758931342095,0.06040582078734439,0.119815091866175,-0.05460393810717893,0.09639574148129208,0.13309459694977327,-1.2075416291925787,1.722514499041276,0.8920771929549766,1.7948485252502668,3571285.21819395
0.0006322680155429604,0.016505501860012015,0.008163209390813223,0.02959745363213307,0.127787285977356,-0.05237192812387456,0.09612637588538203,0.13547490903590598,-1.2089508267806206,1.7227692503008787,0.8921635262873009,1.794804064028858,3571286.3745551603
-0.0017314781491757191,-0.01584619441608149,0.03995516250297755,-0.001557967335141493,0.13463298728885975,-0.05006854066218868,0.09583028652002255,0.13788012026037522,-1.210354185512426,1.7230231321846408,0.8922494101412377,1.7947593566865878,3571287.53091637
-0.02491824851581795,-0.016546461099639025,0.06535489487897721,-0.031247034690310184,0.14029113694588657,-0.047696999901791236,0.09550688993679504,0.1403102150834121,-1.2117516947980824,1.7232761441771505,0.8923348443245098,1.7947144031685967,3571288.68727758
0.026002658283056427,-0.007887825818534635,0.081931569538554,-0.05782321299738387,0.1447006760936313,-0.04526053002235157,0.09515561305855907,0.1427651675939739,-1.2131433440476982,1.723528285763014,0.8924198286448437,1.7946692034200231,3571289.84363879
-0.0036373356969983182,0.011856090439880085,0.08589021786820838,-0.0800244625157833,0.14780054587729857,-0.04276235520352547,0.09477589352496679,0.14524494116421718,-1.214529122671361,1.7237795564268132,0.8925043629099657,1.794623757386006,3571291.0
0.002341283099079128,0.010371840948200053,0.07408160410133709,-0.09714424211126323,0.1495296874420795,-0.04020569962498411,0.09436718344325216,0.14774948469872237,-1.2159090200791773,1.724029955653157,0.8925884469275995,1.7945780650116852,3571291.9054715303
-0.003047300418440479,0.004584085981328006,0.04525667592110606,-0.10891467245687805,0.1498270635496333,-0.03759380908284893,0.09392894889122903,0.15027873313149367,-1.2172830256812464,1.7242794829266375,0.8926720805054749,1.7945321262421985,3571293.0618327404
0.0040560820532501325,0.012088313195707284,0.0032978244677135966,-0.11514251572646114,0.14863190749556593,-0.034930012637510194,0.0934606692318223,0.15283260811140878,-1.2186511288876634,1.724528137731853,0.8927552634513146,1.794485941022687,3571294.21819395
0.004603665307851004,-0.0027886915813890383,-0.042671745911989065,-0.11564462660504493,0.1458961993480932,-0.03221767147916109,0.09296183677477819,0.15541101834054508,-1.2200133191085283,1.724775919553399,0.8928379955728425,1.794439509298291,3571295.3745551603
-0.019439071884525757,-0.01140541610256004,-0.08185300126767941,-0.11030380947650562,0.14163817229741857,-0.029460450221133794,0.09243195865689374,0.15801385769391926,-1.2213695857539448,1.7250228278758704,0.89292027667779,1.794392831014145,3571296.53091637
0.0038083408748467887,-0.012110172389320623,-0.10415505989344465,-0.09908942989286783,0.1359608177471016,-0.026662925637267635,0.09187055932873982,0.16064100273276985,-1.2227199182340083,1.7252688621838665,0.8930021065738764,1.7943459061153952,3571297.68727758
0.002183073817687284,-0.010237596586585195,-0.10376949504569266,-0.0822161935170967,0.1289865016284328,-0.023830029665454174,0.09127717805962228,0.16329231519960224,-1.224064305958815,1.725514021961983,0.8930834850688287,1.794298734547175,3571298.84363879
-0.01625953903696129,0.004322039357759143,-0.0810843356593775,-0.060828558115695056,0.1208379051247713,-0.020966729697937673,0.09065136602647608,0.165967644929302,-1.225402738338469,1.7257583066948152,0.8931644119703779,1.7942513162546263,3571300.0
0.021606140720591537,0.010948556841181442,-0.041636483933830654,-0.036546105926786296,0.11163770941948167,-0.01807799312695499,0.08999268168181382,0.16866683448116407,-1.2267352047830655,1.7260017158669618,0.893244887086244,1.7942036511828867,3571300.9054715303
-0.008564559567132639,0.005523907995617144,0.00581465431071562,-0.01105333523489744,0.10150859569592237,-0.015168787344740513,0.08930068715135053,0.1713897227412853,-1.2280616947027005,1.726244248963015,0.8933249102241557,1.7941557392770966,3571302.0618327404
-0.0059084998775357925,-0.005958837767325123,0.051697143294293105,0.013965255675440828,0.09057324513745803,-0.012244079743548993,0.08857494631344254,0.17413614684313483,-1.2293821975074857,1.7264859054675818,0.8934044811918345,1.7941075804823974,3571303.21819395
0.007287591183029007,-0.010609797080042178,0.08783190190987712,0.03682516851970274,0.07895433892744584,-0.009308837715602479,0.08781502481569184,0.17690594215091204,-1.2306967026075104,1.7267266848652485,0.893483599797011,1.794059174743925,3571304.3745551603
-0.010407178723825806,0.014583646717854443,0.1078820794897011,0.05584190501335636,0.0667745582492406,-0.0063680286531396825,0.0870204886994731,0.1796989436350572,-1.2320051994128731,1.7269665866406145,0.8935622658474095,1.7940105220068188,3571305.53091637
0.000519744614100127,0.015042453447279901,0.10832686521877256,0.06948613730797898,0.05415658428621552,-0.0034266199484153472,0.08619090400616466,0.18251498626601556,-1.2333076773336749,1.7272056102782747,0.8936404791507554,1.7939616222162198,3571306.68727758
