IMF_1,IMF_2,IMF_3,IMF_4,IMF_5,IMF_6,IMF_7,IMF_8,IMF_9,IMF_10,timestamp
1.2392503034196762,-0.12210496292435236,3.0736418693697396,2.8924518465130387,-0.19869863616701816,9.796583834619113,10.82094132252476,-6.857681779139526,-3.7727907084110037,-5.537094765276368,7660491.880490296
0.7808798884377112,0.8064193340305955,3.8404423683886084,2.8184247942289686,-0.23389105503211202,9.864190809700975,10.848434391048531,-6.895378635815887,-3.7832200490401147,-5.534492521419215,7660528.0
-1.351808357214693,0.7000011196358581,1.9479093569472636,2.317964528648914,-0.25703862719839826,9.923111625916473,10.869066502736173,-6.932679708285819,-3.793555982799244,-5.531866533858465,7660563.880490296
1.47681069008877,-0.5579385864787202,-1.2164432885056575,1.4915284239267919,-0.268184682987426,9.973117692806749,10.8827590037992,-6.969581550269079,-3.8037981640053746,-5.529216813847193,7660600.0
-1.745945561601921,-1.0103275982505482,-3.7318146973947366,0.47501640923330496,-0.2673832671417402,10.013991134333935,10.889433240449145,-7.006080715485437,-3.8139462469754792,-5.526543372638459,7660635.880490296
0.45766463618221453,0.15790105279174677,-4.056769121972354,-0.5956715862608067,-0.2547620571100441,10.045573498093336,10.889024767970492,-7.042173757654668,-3.8239998860265154,-5.523846221485338,7660672.0
2.4397342878661075,1.5072253265097808,-2.2704222058593393,-1.5887937193625696,-0.230630764879536,10.067823690155123,10.881534301324677,-7.077857714109808,-3.833958735475486,-5.52112537164089,7660708.880490296
-2.672894488090825,1.1618292355096427,0.9099523044554495,-2.3892404907899314,-0.1955473204363606,10.080903266428475,10.867010058086208,-7.113131556637069,-3.843822449639344,-5.518380834358182,7660745.0
-1.926239442974745,-1.7930762213680629,4.069142051971949,-2.88606048723857,-0.15022073267544508,10.08510897727191,10.845516623902364,-7.1479947406359745,-3.853590682835075,-5.515612620890289,7660780.880490296
2.645840557936067,-3.828442180791412,4.907409349190896,-2.9683022954041647,-0.09540300308943321,10.080748386890686,10.817150763171341,-7.182446721506002,-3.8632630893796516,-5.512820742490267,7660817.0
-2.4462526037048526,-0.6949458227023787,1.9093108904471416,-2.5688487522796635,-0.03202300579979134,10.06812562223638,10.782017284979124,-7.216486954646664,-3.8728393235900436,-5.51000521041119,7660852.880490296
2.576752784721422,6.622340352171699,-2.537976278136354,-1.7959196960470647,0.0382743532681459,10.04757178128536,10.74022099841167,-7.250114895457449,-3.882319039783247,-5.507166035906125,7660889.0
-3.7301976997530075,6.583477897560637,-5.585454813814934,-0.8015692151856303,0.11352891608055615,10.019560948927712,10.691866712554956,-7.283329999337886,-3.8917018922762083,-5.504303230228135,7660924.880490296
3.640852797905447,-2.9428085166262896,-6.443614140932863,0.26449827473335286,0.1916131423205401,9.984734592336608,10.637059236494917,-7.316131721687447,-3.9009875353859136,-5.501416804630288,7660961.0
10.465826540708743,-10.080030521614592,-4.864291337170347,1.2728995046309635,0.27036438885661634,9.94376928149979,10.575903379317545,-7.348519517905653,-3.91017562342935,-5.498506770365654,7660997.880490296
0.42365457808014934,-4.915396615050575,-0.9756614925478949,2.140290697778063,0.34762001255731056,9.897341586404991,10.508503950108777,-7.380492843391986,-3.9192658107234792,-5.495573138687295,7661034.0
-22.32480695252189,6.380419881828159,3.7691754836096756,2.7942505323059357,0.4212173702911566,9.846128077039959,10.434965757954592,-7.412051153545955,-3.928257751585284,-5.492615920848287,7661069.880490296
0.6841729027807429,14.470991022475276,7.5886190908665805,3.1623576863458958,0.4889938189266664,9.79080532339243,10.355393611940976,-7.443193903767093,-3.937151100331727,-5.489635128101688,7661106.0
36.67640353079487,14.897424053293047,8.701399802909764,3.1719861067944453,0.5489914465671563,9.732049895450142,10.269892321153838,-7.473920549454836,-3.9459455112798034,-5.486630771700568,7661141.880490296
-5.96140320586335,5.823162456013227,5.963617763699574,2.7801793809135473,0.6000069195382433,9.670538363200839,10.1785666946792,-7.50423054600876,-3.954640638746462,-5.483602862897993,7661178.0
-14.347205768196739,-7.206538907616385,0.7758871864483019,2.0657306259484765,0.6408015911985286,9.606929953966945,10.081521541602983,-7.534123348828309,-3.9632361370487095,-5.480551412947033,7661213.880490296
-58.00979769920458,-16.418020086221603,-4.825131941849419,1.1379215244490448,0.6701903950677617,9.541765968192935,9.978861671011172,-7.563598413313004,-3.971731660503501,-5.47747643310074,7661250.0
-35.480293957864276,-16.775590472625716,-8.90805887402336,0.10603375896507267,0.6872241556737326,9.475351815315262,9.870691891989729,-7.592655194862355,-3.9801268634278095,-5.474377934612229,7661285.880490296
-26.33003542004834,-9.809240713880541,-10.32207269177967,-0.920650987953637,0.6911095183610593,9.40783708395355,9.757117013624613,-7.621293148875866,-3.988421400138616,-5.471255928734502,7661322.0
-8.621105022612207,0.7111903220842535,-9.446591736031948,-1.8456624926890248,0.6811173347332711,9.339307156468493,9.638241845001785,-7.649511730753005,-3.996614924952907,-5.468110426720653,7661357.880490296
78.78121440008852,10.350178534417912,-6.965677134103377,-2.627330614792193,0.6565284270896249,9.26983744452508,9.514171195207213,-7.677310395893308,-4.0047070921876395,-5.464941439823743,7661394.0
20.22875149658775,14.602805339380094,-3.5363615646169944,-3.2510136625143757,0.6166236177293625,9.1995033597883,9.385009873326856,-7.704688599696259,-4.012697556159796,-5.461748979296876,7661429.880490296
-29.11054119815766,14.400806061010702,0.21031774704316528,-3.705624191548909,0.5606837289517346,9.128380313923147,9.250862688446697,-7.731645797561387,-4.020585971186345,-5.4585330563930885,7661466.0
-57.601205095123596,12.16555678332583,3.765195761449561,-3.9800747575891213,0.48798958305598966,9.05654371859459,9.111834449652667,-7.758181444888138,-4.02837199158428,-5.4552936823654425,7661502.880490296
-84.08433685234056,9.374203336085507,6.7765509404853175,-4.0632779163283415,0.3978220023413778,8.984068985467632,8.968029966030752,-7.784294997076069,-4.036055271670558,-5.452030868466999,7661539.0
-69.76286172413876,5.4848837902550756,8.997132101128015,-3.9447283629116257,0.2900439485588589,8.91103152620726,8.81955404666691,-7.809985909524657,-4.04363546576216,-5.448744625950864,7661574.880490296
-60.3996563826762,1.5350213318964931,10.370547363086338,-3.6162493502908752,0.1668469412662613,8.837506752478452,8.666511500647118,-7.835253637633411,-4.051112228176063,-5.445434966070051,7661611.0
-39.42522998477729,-1.445273982835092,10.886476460642244,-3.0703132801608986,0.031071648764305276,8.763570075946204,8.50900713705733,-7.860097636801829,-4.058485213229239,-5.442101900077669,7661646.880490296
16.091290554507967,-3.068210339558968,10.539135232982238,-2.304196696285771,-0.11417322348155991,8.689296908275503,8.347145764983479,-7.884517362429388,-4.065754075238666,-5.43874543922678,7661683.0
79.0015141401192,-4.290333743884053,9.348879242396384,-1.3413828748243046,-0.2657119607147068,8.614762661131337,8.18103219351156,-7.908512269915617,-4.072918468521319,-5.435365594770414,7661718.880490296
34.74377177753629,-6.115698301959497,7.3725813700207325,-0.24187241078131483,-0.42036884817850295,8.540042746178687,8.01077123172755,-7.932081814660027,-4.07997804739417,-5.431962377961676,7661755.0
-1.259616900026133,-7.74809574766922,4.6751098004767195,0.926338797353017,-0.5749681711163221,8.465212575082552,7.836467688717384,-7.955225452062093,-4.086932466174203,-5.428535800053639,7661791.880490296
-34.01762667070305,-8.032000589995354,1.3411179048335924,2.0952548510885096,-0.7263342147715327,8.390347559507905,7.65822637356704,-7.977942637521335,-4.093781379178374,-5.425085872299343,7661828.0
-66.98376279857735,-6.142662759278134,-2.405485038533374,3.196879851934984,-0.8712912643875091,8.31552311111975,7.476152095362482,-8.000232826437248,-4.100524440723682,-5.421612605951861,7661863.880490296
-54.226209722882324,-3.334261445188814,-6.057021316767493,4.1632179014022554,-1.0066636052076197,8.240814641583064,7.290349663189678,-8.022095474209339,-4.107161305127085,-5.418116012264281,7661900.0
-42.57335773133128,1.155208576962493,-8.93096278289318,4.926273101000141,-1.1292755224752298,8.166297562562827,7.100923886134582,-8.043530036237097,-4.113691626705568,-5.41459610248963,7661935.880490296
-5.8941859041407705,6.680248263571895,-10.238679229137873,5.4180495522384655,-1.2359513014337222,8.092047285724046,6.907979573283144,-8.064535967920019,-4.120115059776102,-5.411052887881002,7661972.0
64.33172394977235,10.56587643503025,-9.184867822443188,5.58483304616408,-1.3238246774437297,8.0181392227317,6.711621533721357,-8.085112724657634,-4.126431258655657,-5.407486379691463,7662007.880490296
56.93434209851941,9.20710191914831,-5.349626771877892,5.430383627004596,-1.3916146813675898,7.944648785250774,6.511954576535169,-8.105259761849416,-4.132639877661223,-5.403896589174092,7662044.0
2.7620056000852777,1.8402942956870034,0.2824351322457887,4.974133008655016,-1.439736055755339,7.871647666386328,6.309083510810553,-8.124976534894888,-4.138740571109756,-5.400283527581924,7662080.880490296
-21.3927980534122,-7.975538989151619,5.957236999041488,4.235860400042936,-1.4688867885048276,7.799143309558658,6.103113145633456,-8.144262499193543,-4.144732993318243,-5.396647206168046,7662117.0
-67.95508500394149,-14.460289651047667,9.808207933591339,3.235345010095946,-1.4795030044132365,7.726881295087363,5.894148290089847,-8.16311711014486,-4.15061679860366,-5.392987636185515,7662152.880490296
-66.10414456428214,-15.285552780892868,10.31497009851375,2.0000667362280544,-1.4717138999310553,7.654300274945371,5.682293753265699,-8.181539823148364,-4.156391641282979,-5.389304828887421,7662189.0
-36.51758012447033,-8.551211254291294,7.539983254473649,0.592916939775763,-1.4455281013081738,7.580718330905015,5.467654344246972,-8.199530093603563,-4.162057175673175,-5.385598795526807,7662224.880490296
-17.411343326037766,4.452199247112801,2.684161691277941,-0.8970774895307575,-1.4009392529344213,7.505438562878552,5.250334872119627,-8.217087376909946,-4.167613056091219,-5.381869547356749,7662261.0
0.45435920023909265,18.326643153041687,-2.853514933365046,-2.376280951984493,-1.3379409991996511,7.427764070778263,5.030440145969623,-8.23421112846701,-4.173058936854091,-5.378117095630308,7662296.880490296
75.03252783426605,25.12965108253537,-7.6740669617469734,-3.7510578478784447,-1.256526984493697,7.346997954516426,4.808074974882942,-8.250900803674266,-4.178394472278779,-5.37434145160055,7662333.0
51.6351931111765,16.306909224429294,-10.62335226118254,-4.927772577505614,-1.156690853206401,7.262443314005315,4.583344167945532,-8.267155857931222,-4.183619316682231,-5.370542626520571,7662369.880490296
25.622798114247544,-2.8633277804928574,-11.526578799078399,-5.812789541158979,-1.0384262497276067,7.173403249157191,4.3563525342433636,-8.282975746637359,-4.188733124381444,-5.366720631643395,7662406.0
14.441120474969695,-22.98705591463771,-10.43372973001496,-6.33253547698087,-0.9017268184471487,7.079180859884359,4.127204882862386,-8.298359925192186,-4.193735549693385,-5.362875478222116,7662441.880490296
-17.865048514269507,-35.52130062130903,-7.3145388571753385,-6.493686474510804,-0.7465862037548755,6.979079246099077,3.8960060228885696,-8.313307848995208,-4.198626246935031,-5.359007177509796,7662478.0
-21.18598450880586,-37.347309181854975,-2.1566666601255866,-6.322250209270056,-0.5737288019081845,6.872401507713597,3.662860763407891,-8.32781897344593,-4.203404870423343,-5.355115740759514,7662513.880490296
-42.518448883096085,-23.061736334377198,4.586122257442667,-5.841283142161644,-0.38683022378276904,6.758450744640227,3.427873913506308,-8.341892753943851,-4.208071074475316,-5.351201179224284,7662550.0
-39.47452979583559,5.215495250282334,11.165482008816802,-5.072998153628858,-0.19040966071401172,6.6365300567912335,3.1911502822697817,-8.35552864588848,-4.212624513407916,-5.347263504157236,7662586.880490296
10.051619664829252,34.23310589792965,15.51891864008713,-4.039579916966991,0.01098548881469739,6.505942544078884,2.952794678784255,-8.368726104679281,-4.217064841538128,-5.343302726811408,7662623.0
26.918936823156226,44.810765521966694,15.583938197343912,-2.7632131054712987,0.21280782631992648,6.365991306415455,2.712911912135744,-8.381484585715807,-4.221391713182913,-5.339318858439884,7662658.880490296
